α = 1e-4       1e-5           1e-6           1e-7           1e-8           1e-9           1e-10          1e-11          1e-12          1e-13          1e-14          1e-15
6.13029951e-01 5.68462934e-01 5.62291458e-01 5.67615130e-01 5.76661832e-01 5.78990145e-01 5.78917763e-01 5.77789683e-01 5.77154731e-01 5.77134702e-01 5.77395884e-01 5.78243870e-01
6.05279471e-01 5.69543684e-01 5.64318714e-01 5.66840758e-01 5.71475191e-01 5.72685547e-01 5.72768859e-01 5.72589948e-01 5.72482478e-01 5.72458194e-01 5.71997168e-01 5.72610690e-01
5.97171024e-01 5.69178737e-01 5.64855728e-01 5.65379712e-01 5.66832506e-01 5.67228869e-01 5.67360705e-01 5.67654510e-01 5.67818989e-01 5.67873226e-01 5.68806397e-01 5.77908566e-01
5.88827066e-01 5.67647838e-01 5.64178528e-01 5.63327147e-01 5.62554225e-01 5.62375170e-01 5.62493170e-01 5.62958840e-01 5.63224594e-01 5.63325542e-01 5.63981740e-01 5.70706423e-01
5.80342832e-01 5.65176592e-01 5.62511270e-01 5.60767700e-01 5.58512821e-01 5.57945869e-01 5.58017493e-01 5.58473918e-01 5.58733157e-01 5.58807626e-01 5.58642004e-01 5.65265193e-01
5.71792484e-01 5.61947950e-01 5.60036975e-01 5.57776123e-01 5.54618185e-01 5.53810776e-01 5.53823118e-01 5.54171971e-01 5.54373740e-01 5.54455605e-01 5.54383582e-01 5.63815616e-01
5.63233767e-01 5.58110993e-01 5.56905798e-01 5.54418115e-01 5.50807229e-01 5.49875159e-01 5.49827794e-01 5.50023551e-01 5.50148861e-01 5.50293243e-01 5.51292014e-01 5.60005545e-01
5.54711560e-01 5.53787732e-01 5.53241463e-01 5.50751215e-01 5.47036423e-01 5.46070372e-01 5.45970618e-01 5.46000959e-01 5.46010900e-01 5.45925312e-01 5.44501328e-01 5.39262705e-01
5.46260615e-01 5.49078393e-01 5.49146298e-01 5.46825698e-01 5.43276415e-01 5.42347190e-01 5.42207533e-01 5.42092123e-01 5.42054861e-01 5.42192294e-01 5.44759890e-01 5.61887252e-01
5.37907673e-01 5.44065578e-01 5.44705223e-01 5.42685405e-01 5.39508095e-01 5.38670500e-01 5.38504537e-01 5.38263728e-01 5.38126030e-01 5.38002519e-01 5.37479258e-01 5.34507456e-01
5.29673121e-01 5.38817546e-01 5.39988909e-01 5.38368523e-01 5.35719777e-01 5.35015955e-01 5.34839292e-01 5.34510688e-01 5.34325297e-01 5.34217317e-01 5.33734511e-01 5.22757802e-01
5.21572288e-01 5.33390831e-01 5.35056318e-01 5.33908274e-01 5.31905076e-01 5.31366969e-01 5.31195121e-01 5.30820852e-01 5.30619560e-01 5.30655336e-01 5.31030193e-01 5.38886300e-01
5.13616471e-01 5.27832341e-01 5.29956740e-01 5.29333535e-01 5.28061383e-01 5.27712716e-01 5.27559881e-01 5.27176492e-01 5.26957291e-01 5.26970045e-01 5.26525451e-01 5.22156516e-01
5.05813748e-01 5.22181042e-01 5.24731448e-01 5.24669392e-01 5.24188746e-01 5.24046739e-01 5.23926517e-01 5.23577157e-01 5.23394449e-01 5.23467235e-01 5.25206424e-01 5.32502630e-01
4.98169623e-01 5.16469329e-01 5.19415044e-01 5.19937613e-01 5.20289023e-01 5.20365607e-01 5.20290382e-01 5.20009518e-01 5.19859544e-01 5.19936439e-01 5.20555862e-01 5.35289051e-01
4.90687546e-01 5.10724138e-01 5.14036558e-01 5.15157077e-01 5.16365290e-01 5.16668126e-01 5.16648862e-01 5.16469231e-01 5.16370877e-01 5.16241258e-01 5.16462223e-01 5.01103283e-01
4.83369324e-01 5.04967859e-01 5.08620351e-01 5.10344140e-01 5.12421386e-01 5.12954832e-01 5.13000918e-01 5.12952204e-01 5.12905380e-01 5.12775476e-01 5.11182703e-01 4.97625928e-01
4.76215461e-01 4.99219080e-01 5.03186864e-01 5.05512956e-01 5.08461589e-01 5.09227287e-01 5.09347801e-01 5.09463056e-01 5.09522082e-01 5.09483942e-01 5.10213176e-01 5.03764105e-01
4.69225423e-01 4.93493208e-01 4.97753236e-01 5.00675758e-01 5.04490380e-01 5.05487826e-01 5.05689719e-01 5.05989885e-01 5.06154496e-01 5.06286636e-01 5.07762255e-01 5.17858656e-01
4.62397859e-01 4.87802975e-01 4.92333815e-01 4.95843100e-01 5.00512272e-01 5.01739261e-01 5.02028405e-01 5.02535974e-01 5.02825966e-01 5.02926339e-01 5.02854818e-01 4.96186400e-01
