α = 1e-4       1e-5           1e-6           1e-7           1e-8           1e-9           1e-10          1e-11          1e-12          1e-13          1e-14          1e-15
6.13149925e-01 5.68424129e-01 5.62234600e-01 5.67601310e-01 5.76715291e-01 5.79058962e-01 5.78971191e-01 5.77786229e-01 5.77123884e-01 5.77135286e-01 5.78493363e-01 5.88966896e-01
6.05407629e-01 5.69533061e-01 5.64291623e-01 5.66847044e-01 5.71534343e-01 5.72757794e-01 5.72837359e-01 5.72640038e-01 5.72524291e-01 5.72499156e-01 5.72166449e-01 5.69866924e-01
5.97304927e-01 5.69190911e-01 5.64852865e-01 5.65402463e-01 5.66896449e-01 5.67303669e-01 5.67437870e-01 5.67734234e-01 5.67889648e-01 5.67868627e-01 5.67267538e-01 5.61099772e-01
5.88964810e-01 5.67678473e-01 5.64195408e-01 5.63363325e-01 5.62622020e-01 5.62451687e-01 5.62574419e-01 5.63050489e-01 5.63296542e-01 5.63058199e-01 5.60396317e-01 5.41459284e-01
5.80482926e-01 5.65222176e-01 5.62544243e-01 5.60814772e-01 5.58583562e-01 5.58023387e-01 5.58100353e-01 5.58571225e-01 5.58826539e-01 5.58804146e-01 5.58075009e-01 5.51141709e-01
5.71933760e-01 5.62005620e-01 5.60083053e-01 5.57831970e-01 5.54691026e-01 5.53888602e-01 5.53905503e-01 5.54267030e-01 5.54472688e-01 5.54477566e-01 5.55173105e-01 5.57870481e-01
5.63375309e-01 5.58178409e-01 5.56962528e-01 5.54480964e-01 5.50881401e-01 5.49952684e-01 5.49908338e-01 5.50112065e-01 5.50227213e-01 5.50217434e-01 5.50067591e-01 5.41330693e-01
5.54852651e-01 5.53862970e-01 5.53306818e-01 5.50819582e-01 5.47111249e-01 5.46147125e-01 5.46048968e-01 5.46085382e-01 5.46118918e-01 5.46203975e-01 5.47262011e-01 5.52787570e-01
5.46400695e-01 5.49159868e-01 5.49218602e-01 5.46898337e-01 5.43351291e-01 5.42422687e-01 5.42282479e-01 5.42163060e-01 5.42106014e-01 5.42175928e-01 5.42611476e-01 5.49398290e-01
5.38046307e-01 5.44151976e-01 5.44783081e-01 5.42761273e-01 5.39582514e-01 5.38744418e-01 5.38576882e-01 5.38331732e-01 5.38198304e-01 5.38250550e-01 5.38132607e-01 5.37037655e-01
5.29809975e-01 5.38907779e-01 5.40071161e-01 5.38446746e-01 5.35793293e-01 5.35088019e-01 5.34908902e-01 5.34574604e-01 5.34405117e-01 5.34464908e-01 5.36353694e-01 5.44740932e-01
5.21707107e-01 5.33483994e-01 5.35141995e-01 5.33988116e-01 5.31977312e-01 5.31436854e-01 5.31261154e-01 5.30873580e-01 5.30641305e-01 5.30492111e-01 5.29362569e-01 5.22205252e-01
5.13749065e-01 5.27927681e-01 5.30045032e-01 5.29414382e-01 5.28132031e-01 5.27780312e-01 5.27623418e-01 5.27229334e-01 5.27011024e-01 5.26923272e-01 5.26787629e-01 5.21194574e-01
5.05943977e-01 5.22277930e-01 5.24821676e-01 5.24750729e-01 5.24257541e-01 5.24111847e-01 5.23987483e-01 5.23624504e-01 5.23417834e-01 5.23194517e-01 5.21390734e-01 5.04542535e-01
4.98297389e-01 5.16567242e-01 5.19506640e-01 5.20019011e-01 5.20355763e-01 5.20428162e-01 5.20349564e-01 5.20058749e-01 5.19916606e-01 5.20087192e-01 5.21727105e-01 5.44532397e-01
4.90812784e-01 5.10822639e-01 5.14129045e-01 5.15238177e-01 5.16429798e-01 5.16728050e-01 5.16706099e-01 5.16519414e-01 5.16425876e-01 5.16422358e-01 5.16923235e-01 5.28880885e-01
4.83491997e-01 5.05066582e-01 5.08713329e-01 5.10424644e-01 5.12483526e-01 5.13012023e-01 5.13056611e-01 5.13006585e-01 5.12983153e-01 5.12951326e-01 5.12468647e-01 5.11543072e-01
4.76335552e-01 4.99317722e-01 5.03279998e-01 5.05592617e-01 5.08521258e-01 5.09281705e-01 5.09401704e-01 5.09517389e-01 5.09570307e-01 5.09428466e-01 5.08097230e-01 5.12083856e-01
4.69342933e-01 4.93591514e-01 4.97846245e-01 5.00754373e-01 5.04547497e-01 5.05539471e-01 5.05742323e-01 5.06048282e-01 5.06196476e-01 5.06152570e-01 5.06253757e-01 4.89751754e-01
4.62512802e-01 4.87900736e-01 4.92426464e-01 4.95920504e-01 5.00566786e-01 5.01788151e-01 5.02080172e-01 5.02600823e-01 5.02890686e-01 5.02990128e-01 5.03335257e-01 5.01278925e-01
